CLE_ABONNEMENT,DATE_ENTREE_LOCAL_ABONNEMENT,DATE_SOUSCRIPTION_ABONNEMENT,DATE_RESILIATION_ABONNEMENT
GN_1181281200045605,2020-08-19,2020-08-19,
GN_1180180100856008,2019-08-29,2019-08-29,
GN_1180580500083004,2022-06-28,2022-07-01,
GN_1181281200045403,2022-12-21,2022-12-21,
GN_1180580500215906,2011-04-02,2011-04-04,
GN_1180980900081810,2009-07-29,2009-07-29,2024-06-24
GN_1180280200590310,2023-01-23,2023-05-15,
GN_1180180100787904,2022-08-26,2022-08-26,
GN_1180680600078803,2009-07-01,2009-07-01,
GN_1180180100090207,2023-10-19,2023-10-19,
GN_1180180100084004,2020-11-18,2020-11-18,2024-05-31
GN_1180180100516502,2023-09-01,2023-09-04,
GN_1180180104526101,2023-09-13,2023-09-13,
GN_1180180100085703,2023-09-18,2023-09-18,
GN_1183283200104902,2023-10-03,2023-10-03,
GN_1180180102286105,2018-07-08,2019-11-13,2023-05-30
GN_1180980900488701,1994-08-11,,
GN_1180180103222406,2023-10-11,2023-10-11,2024-09-03
GN_1180280200657103,2023-10-12,2023-10-18,
GN_1183383300046401,2023-09-19,2023-09-19,2023-12-01
GN_1183383300046201,2023-09-19,2023-09-19,2023-12-01
GN_1183383300046001,2023-09-19,2023-09-19,2023-12-01
GN_1183383300045801,2023-09-19,2023-09-19,2023-12-01
GN_1181181100026401,2023-10-19,2023-10-19,
GN_1180280201087601,2024-04-25,2024-04-25,
GN_1180180103355506,2023-12-26,2023-12-26,
GN_1180380301285601,2023-10-04,2023-10-04,2024-11-07
GN_1181881800218701,2023-03-08,2023-03-08,
GN_1180180104532101,2023-10-25,2023-10-25,
GN_1180180101691604,2021-03-22,2021-03-22,
GN_1180180101582108,2024-02-16,2024-02-16,
GN_1180280200785702,2000-12-01,2001-10-15,
GN_1180180103136005,2009-11-09,2009-11-09,2024-10-12
GN_1181181100017103,2023-01-01,2023-01-01,
GN_1180180103802704,2024-03-25,2024-03-25,
GN_1180480400428611,2024-12-06,2024-12-06,
GN_1180880800206901,,,
GN_1180180104538801,2024-01-01,2024-04-16,
GN_1180180102201209,2023-07-01,2023-07-01,
GN_1180180101036706,2024-04-24,2024-04-24,
GN_1180180101916904,2024-05-15,2024-05-15,
GN_1180880800128801,,,
GN_1180980900821401,2023-10-31,2023-10-31,2024-05-28
GN_1180980900821201,2023-10-31,2023-01-31,2024-05-28
GN_1180980900821001,2023-10-31,2023-10-31,2024-05-28
GN_1180980900821801,2024-03-18,2024-03-18,
GN_1180180104475901,2020-08-24,2020-09-24,
GN_1180180104172501,2011-07-20,2011-07-20,
GN_1180380301289501,2024-07-03,2024-07-03,
GN_1184184100714301,2024-04-25,2024-04-25,
GN_1180680600095001,2024-05-30,2024-05-30,
GN_1180380301278001,2021-01-13,2021-01-13,
GN_1180180103068304,2024-07-22,2024-07-22,
GN_1180280201101501,2024-06-21,2024-06-21,
GN_1180280201102001,2024-06-07,2024-06-07,
GN_1180280201101801,2024-06-07,2024-06-07,
GN_1180180102191901,,,
GN_1180280201103701,2024-09-05,2024-09-05,
GN_1180180104510201,2024-11-20,2024-11-20,
GN_1180280200902901,2009-04-06,2009-07-10,2024-09-09
GN_1180880800378601,2024-03-20,2024-03-20,2024-05-24
GN_1180880800378401,2024-03-20,2024-03-20,2024-05-24
GN_1180180101524201,,,
GN_1180980900348305,2024-04-11,2024-04-11,
GN_1180180101621202,1997-04-29,,
GN_1180480400491606,2024-10-04,2024-10-04,
GN_1180380301283701,2024-10-07,2024-10-07,
GN_1180180103769702,2024-10-11,2024-10-11,
GN_1180180102921814,2024-10-16,2024-10-17,
GN_1180180100101805,2024-10-17,2024-10-17,
GN_1180180104580101,2024-09-09,2024-09-09,
GN_1184184100349004,2024-12-09,2024-12-09,
GN_1180180104402402,2023-06-01,2023-06-01,
GN_1183283200096303,2024-12-19,2024-12-19,
GN_1183183100294701,2024-12-16,2024-12-16,
GN_1180180103191005,2024-11-08,2024-11-08,
GN_1180180100572003,2025-01-24,2025-01-24,
GN_1180480401007103,2025-01-27,2025-01-27,
GN_1180180100000502,2003-03-01,2003-09-16,2011-09-08
GN_1180180100015801,,,1994-06-01
GN_1180180100016302,,,1995-01-01
GN_1180180100021802,1991-01-01,,2009-02-01
GN_1180180100028701,,,2005-09-29
GN_1180180100032601,,,1993-07-29
GN_1180180100041502,1995-01-01,,2011-04-06
GN_1180180100041504,2012-07-16,2012-07-16,2016-08-01
GN_1180180100082204,2007-09-04,2007-09-21,2012-12-31
GN_1180180100085701,,,2008-07-17
GN_1180180100087902,2006-09-15,2006-10-25,2008-11-07
GN_1180180100090205,2008-03-31,2008-04-01,2010-06-25
GN_1180180100093004,2010-10-01,2010-10-11,2017-09-21
GN_1180180100096103,1998-10-01,,2011-04-08
GN_1180180100096104,2011-04-08,2011-04-08,2014-02-25
GN_1180180100098001,,,1999-01-20
GN_1180180100098803,1997-08-01,,2002-07-01
GN_1180180100099202,1993-05-01,,1999-10-21
GN_1180180100099602,1993-03-01,,2006-06-30
GN_1180180100100403,2004-10-01,2004-10-26,2007-12-04
GN_1180180100102301,,,2017-03-14
GN_1180180100103902,,,2004-02-16
GN_1180180100109201,,,2010-11-24
GN_1180180100111701,,,1992-03-15
GN_1180180100111702,1992-04-01,,2010-07-22
GN_1180180100112202,1994-04-01,,2000-01-07
GN_1180180100119903,1996-09-01,,2011-02-01
GN_1180180100122701,,,2013-02-21
GN_1180180100122702,2013-02-20,2013-02-21,2015-06-23
GN_1180180100126902,2006-12-15,2007-03-30,2019-08-08
GN_1180180100132001,,,2017-08-01
GN_1180180100142201,,,1991-06-14
GN_1180180100161104,2007-11-08,2007-11-08,2013-11-18
GN_1180180100164702,1997-09-28,,2002-10-31
GN_1180180100175002,1991-01-29,,2007-07-01
GN_1180180100177601,,,2015-11-17
GN_1180180100178301,,,1996-07-01
GN_1180180100191901,,,1989-07-01
GN_1180180100195401,,,2009-04-17
GN_1180180100198103,2006-11-01,2007-01-12,2011-07-25
GN_1180180100203702,2002-02-01,2002-01-01,2006-11-14
GN_1180180100209202,1999-06-01,,2013-03-15
GN_1180180100220302,1992-03-30,,2003-05-16
GN_1180180100233401,,,2019-10-29
GN_1180180100242701,,,2018-05-30
GN_1180180100243703,2002-08-26,2002-08-26,2008-10-02
GN_1180180100244102,2003-04-22,2003-11-13,2012-10-25
GN_1180180100245005,2004-09-01,2004-10-15,2011-09-05
GN_1180180100245501,,,2013-11-21
GN_1180180100256202,2004-04-21,2004-04-21,2010-10-13
GN_1180180100256204,2011-05-09,2011-05-09,2018-08-07
GN_1180180100273201,,,2007-04-21
GN_1180180100362601,,,2012-01-23
GN_1180180100365601,,,2017-06-02
GN_1180180100426101,,,1996-10-09
GN_1180180100432101,,,1990-10-01
GN_1180180100432102,,,2017-01-20
GN_1180180100432206,2010-06-28,2010-06-28,2011-07-15
GN_1180180100432209,2013-09-10,2013-09-10,2014-10-29
GN_1180180100494201,,,2009-11-06
GN_1180180100509902,1992-09-01,,2002-09-24
GN_1180180100536004,2007-06-27,2007-06-27,2016-11-30
GN_1180180100536301,,,2013-03-08
GN_1180180100536302,2015-08-03,2015-08-03,2017-07-18
GN_1180180100614901,,,1994-06-15
GN_1180180100615204,2007-08-23,2007-08-23,2011-11-24
GN_1180180100693603,2006-11-13,2006-11-21,2018-09-19
GN_1180180100697001,,,2006-06-02
GN_1180180100697603,2010-07-01,2010-06-15,2014-11-25
GN_1180180100697604,2014-11-06,2014-11-06,2018-06-12
GN_1180180100779301,,,1998-01-14
GN_1180180100780404,2004-06-21,2004-06-21,2016-05-23
GN_1180180100782601,,,1990-04-20
GN_1180180100787902,2017-12-06,2017-12-06,2019-01-05
GN_1180180100802204,2005-02-17,2005-02-17,2008-09-11
GN_1180180100803504,2000-08-09,2000-08-09,2014-09-24
GN_1180180100876802,2000-03-30,2000-03-30,2005-02-24
GN_1180180100876803,2005-03-01,2005-04-01,2015-07-01
GN_1180180100891902,2001-04-17,2001-05-11,2007-06-04
GN_1180180100891903,2007-06-01,2007-06-04,2016-03-17
GN_1180180100896501,,,2016-05-19
GN_1180180100898201,,,1995-09-01
GN_1180180100898202,1995-09-01,,2013-02-13
GN_1180180100980501,,,1992-04-14
GN_1180180100985301,,,1992-04-14
GN_1180180100997101,,,1996-08-23
GN_1180180101041505,2008-03-31,2008-04-01,2011-03-01
GN_1180180101044802,1995-07-10,,2009-05-07
GN_1180180101058003,2007-04-30,2007-04-30,2011-04-04
GN_1180180101062501,,,1989-10-01
GN_1180180101184704,1998-11-03,,2007-10-26
GN_1180180101202706,2011-11-23,2011-11-23,2013-09-03
GN_1180180101370201,,,2007-10-26
GN_1180180101504501,,,2013-12-31
GN_1180180101509901,,,2016-08-26
GN_1180180101551802,1996-04-19,,2011-02-08
GN_1180180101590501,,,2014-01-01
GN_1180180101633401,,,2007-04-26
GN_1180180101660904,2015-02-23,2015-02-23,2016-07-20
GN_1180180101691602,1993-04-01,,1996-06-13
GN_1180180101692901,,,2015-01-20
GN_1180180101717901,,,2016-06-21
GN_1180180101826302,2005-12-27,2005-12-22,2008-08-25
GN_1180180101834401,,,2019-03-29
GN_1180180101840202,2005-07-12,2005-07-12,2018-11-10
GN_1180180101841104,1998-01-13,,2008-07-09
GN_1180180101841105,2008-07-09,2008-07-09,2016-04-08
GN_1180180101848601,,,2017-07-04
GN_1180180101905502,,,2008-03-27
GN_1180180101914901,,,2018-02-14
GN_1180180101916001,,,2014-01-01
GN_1180180101932207,2007-07-23,2007-07-23,2011-02-28
GN_1180180101965903,2004-11-02,2004-10-29,2007-10-03
GN_1180180101965904,2011-10-15,2011-09-15,2017-06-27
GN_1180180101983301,,,2001-02-07
GN_1180180102030601,,,
GN_1180180102053601,,,2017-03-01
GN_1180180102085704,2008-06-01,2008-06-03,2015-12-28
GN_1180180102093503,2003-04-28,2003-04-28,2004-06-22
GN_1180180102099704,2009-06-19,2009-06-19,2010-04-01
GN_1180180102099707,2015-05-15,2015-07-16,2016-07-21
GN_1180180102132201,,,2016-01-05
GN_1180180102171402,2014-03-30,2014-03-26,
GN_1180180102183903,1997-07-01,,2015-12-02
GN_1180180102184502,1997-12-29,,2009-05-18
GN_1180180102192002,2002-05-15,2002-06-04,2014-06-05
GN_1180180102199303,1996-12-09,,2004-01-23
GN_1180180102201205,2008-08-07,2008-10-30,2015-10-16
GN_1180180102201206,2015-10-12,2015-10-16,2018-01-31
GN_1180180102211805,2004-07-08,2004-07-08,2006-06-06
GN_1180180102277101,,,2008-09-16
GN_1180180102286101,,,2009-03-25
GN_1180180102296202,1995-10-30,,2014-08-29
GN_1180180102299801,,,1997-01-01
GN_1180180102299802,1997-01-01,,2017-07-07
GN_1180180102342603,2013-04-22,2013-04-22,2014-12-31
GN_1180180102378407,2007-06-27,2007-06-27,2009-11-30
GN_1180180102378408,2009-11-30,2009-11-30,2012-09-10
GN_1180180102413602,1993-06-01,,2003-11-10
GN_1180180102414504,2003-02-01,2003-01-31,2005-08-08
GN_1180180102414801,,,2008-12-18
GN_1180180102416501,,,1994-09-02
GN_1180180102416701,,,1991-12-31
GN_1180180102416901,,,2013-11-08
GN_1180180102442101,,,2011-02-21
GN_1180180102464202,1995-01-06,,2002-02-21
GN_1180180102501101,,,2007-12-27
GN_1180180102501401,,,1992-04-29
GN_1180180102584402,2004-09-01,2004-09-01,2011-03-30
GN_1180180102622403,2011-05-02,2011-05-04,2012-11-02
GN_1180180102629402,1994-10-31,,2001-04-01
GN_1180180102631904,2005-01-01,2006-04-27,2011-01-19
GN_1180180102656606,2006-02-15,2006-02-17,2018-03-23
GN_1180180102710102,1991-10-10,,1996-05-03
GN_1180180102771803,1991-11-15,,2008-10-02
GN_1180180102792801,,,1993-09-29
GN_1180180102798001,,,1990-05-21
GN_1180180102825407,2013-01-23,2013-01-22,2016-05-27
GN_1180180102831201,,,2013-01-31
GN_1180180102874303,1994-04-01,,2008-03-05
GN_1180180102874806,2013-05-16,2013-05-16,2014-09-11
GN_1180180102885705,2005-02-14,2005-02-15,2010-12-17
GN_1180180102915407,2011-02-03,2011-02-03,2016-06-29
GN_1180180102921003,1996-10-01,,2006-07-06
GN_1180180102935204,2007-02-01,2007-02-01,2013-01-09
GN_1180180102959204,1996-04-01,,2004-02-02
GN_1180180102962701,,,1999-06-01
GN_1180180102988003,2011-06-01,2011-07-15,2016-06-06
GN_1180180103006609,2007-05-03,2007-05-03,2012-09-25
GN_1180180103026102,1993-11-02,,1999-07-28
GN_1180180103029203,2009-02-26,2009-02-26,2012-06-26
GN_1180180103067504,2009-12-01,2009-12-01,2013-03-13
GN_1180180103096501,,,2014-08-27
GN_1180180103191002,2004-07-01,2004-07-21,2011-09-19
GN_1180180103223803,2005-03-15,2005-03-24,2008-01-01
GN_1180180103223805,2013-07-16,2013-07-17,2015-05-28
GN_1180180103241603,2014-03-18,2014-03-19,2015-01-29
GN_1180180103246101,,,1990-06-21
GN_1180180103247505,2006-06-16,2006-10-27,2012-05-04
GN_1180180103255102,1995-07-12,,2018-01-29
GN_1180180103272901,,,2016-11-04
GN_1180180103273203,1998-11-26,,2005-12-27
GN_1180180103286101,1990-07-18,,2014-03-25
GN_1180180103291701,1990-08-01,,2003-01-02
GN_1180180103364705,2015-09-28,2015-09-29,2018-02-23
GN_1180180103370602,1998-07-01,,2012-06-12
GN_1180180103395501,1992-06-03,,2013-08-01
GN_1180180103422106,2007-10-02,2007-10-02,2010-07-29
GN_1180180103422108,2013-07-20,2013-07-18,2014-03-11
GN_1180180103422109,2014-03-11,2014-04-15,2016-03-03
GN_1180180103422204,2006-08-30,2006-08-30,2014-01-31
GN_1180180103422309,2006-07-03,2006-07-03,2017-06-22
GN_1180180103422603,2008-11-06,2008-11-06,2013-11-12
GN_1180180103422604,2013-11-12,2013-11-12,2014-10-30
GN_1180180103422708,2008-04-29,2008-04-29,2011-05-03
GN_1180180103422709,2011-05-03,2011-05-30,2018-03-07
GN_1180180103422809,2009-04-14,2009-04-14,2010-04-13
GN_1180180103423203,2011-01-14,2011-01-14,2014-06-18
GN_1180180103423303,2011-01-14,2011-01-14,2014-01-31
GN_1180180103423903,2010-06-23,2010-06-28,2016-11-22
GN_1180180103494004,2013-07-25,2013-07-23,2013-10-02
GN_1180180103494005,2013-10-02,2013-11-18,2017-02-07
GN_1180180103506602,1995-03-13,,2013-01-02
GN_1180180103507601,1994-04-19,,2015-01-20
GN_1180180103509103,2000-03-31,2000-03-31,2008-03-28
GN_1180180103509902,1994-10-15,,2009-10-01
GN_1180180103517703,2003-11-12,2003-11-12,2017-09-22
GN_1180180103520401,1994-06-23,,2015-01-13
GN_1180180103522603,2005-07-01,2005-07-04,2007-06-30
GN_1180180103524302,1995-01-01,,2008-04-04
GN_1180180103534506,2017-04-01,2017-04-11,2018-01-31
GN_1180180103549706,2014-01-01,2014-01-20,2015-07-30
GN_1180180103593903,2001-09-21,2001-09-25,2006-06-27
GN_1180180103593904,2006-06-27,2006-06-27,2014-12-10
GN_1180180103594201,1997-01-01,,2015-08-14
GN_1180180103594302,2006-03-07,2006-03-07,2015-08-14
GN_1180180103594901,1997-01-01,,2005-10-06
GN_1180180103596101,1997-01-01,,2014-06-25
GN_1180180103613404,2006-12-20,2006-12-20,2014-06-25
GN_1180180103613405,2014-06-01,2014-05-21,2017-07-03
GN_1180180103617006,2011-04-26,2011-04-22,2014-12-04
GN_1180180103621204,2010-10-22,2010-10-26,2015-02-25
GN_1180180103621505,2013-11-12,2013-11-12,2018-12-01
GN_1180180103624501,1997-06-05,,2016-06-30
GN_1180180103626605,2011-03-11,2011-03-11,2013-04-05
GN_1180180103642407,2006-03-24,2006-03-24,2015-03-03
GN_1180180103666101,1998-06-12,,2016-02-25
GN_1180180103673701,1999-04-30,,2007-02-07
GN_1180180103686402,2006-07-03,2006-07-03,2017-10-09
GN_1180180103691002,2000-07-04,2000-07-04,2010-07-07
GN_1180180103700405,2016-06-01,2016-10-04,2018-05-17
GN_1180180103711405,2011-06-01,2011-06-01,2016-06-22
GN_1180180103714205,2017-10-01,2017-10-01,2019-09-04
GN_1180180103752501,2002-03-21,2002-06-27,2019-08-14
GN_1180180103762901,2002-06-11,2002-08-22,2017-08-22
GN_1180180103782301,2003-02-27,2003-06-24,2015-01-02
GN_1180180103788002,2006-11-29,2006-11-29,2007-12-10
GN_1180180103790102,2011-01-03,2011-01-03,2014-06-16
GN_1180180103801601,2003-05-21,2003-10-27,2011-03-24
GN_1180180103801603,2013-03-13,2013-03-14,2014-06-10
GN_1180180103824001,2004-06-29,2004-08-06,2007-10-17
GN_1180180103838605,2016-06-13,2016-06-21,2017-08-23
GN_1180180103845602,2005-11-08,2005-11-08,2010-03-08
GN_1180180103872601,2005-11-18,2006-04-04,2013-01-08
GN_1180180103872606,2017-06-03,2017-06-03,2017-09-15
GN_1180180103922002,2008-11-14,2008-10-30,2009-03-18
GN_1180180103922204,2014-11-06,2014-12-10,2015-10-14
GN_1180180103929901,2006-12-22,2007-03-30,2010-11-09
GN_1180180103937801,2007-08-01,2007-11-06,2014-06-01
GN_1180180103941502,2010-07-26,2010-07-26,2011-10-26
GN_1180180103944302,2012-07-10,2012-07-10,2018-03-14
GN_1180180103967302,2017-04-26,2017-04-26,2018-10-11
GN_1180180104033802,2010-01-01,2010-05-18,2014-01-30
GN_1180180104189801,2011-10-04,2011-10-14,2015-01-20
GN_1180180104219401,2012-01-24,2012-02-02,2014-12-19
GN_1180180104269701,2013-06-25,2013-08-09,2016-06-21
GN_1180180104296101,2014-09-11,2014-09-22,2018-11-28
GN_1180180104348102,2017-03-31,2017-03-31,2017-08-14
GN_1180180104371701,2017-03-17,2017-03-21,2018-10-04
GN_1180280200023901,,,2013-01-08
GN_1180280200071002,1999-01-01,,2014-09-01
GN_1180280200174801,,,2015-02-20
GN_1180280200183104,1999-09-21,,2006-06-05
GN_1180280200183105,2006-06-05,2006-06-08,2012-05-02
GN_1180280200378701,,,2002-07-31
GN_1180280200444503,2001-02-14,2001-02-14,2010-10-07
GN_1180280200463408,2012-06-25,2012-06-22,2012-08-03
GN_1180280200511501,,,1990-06-30
GN_1180280200525702,2012-02-01,2012-02-01,2014-04-23
GN_1180280200538305,2017-11-24,2017-12-29,2018-09-26
GN_1180280200552802,,,2013-11-05
GN_1180280200567102,1991-03-01,,2011-10-26
GN_1180280200569905,1998-04-01,,2007-09-28
GN_1180280200574302,2010-03-15,2010-07-12,2011-05-01
GN_1180280200575204,2008-04-15,2008-04-23,2013-12-31
GN_1180280200589702,1999-03-19,,2005-03-02
GN_1180280200590306,2007-08-03,2007-08-03,2016-11-26
GN_1180280200607501,,,2002-08-16
GN_1180280200658402,2005-10-01,2005-10-03,2008-03-31
GN_1180280200666902,1999-09-22,,2001-06-01
GN_1180280200701401,1992-01-13,,2014-03-07
GN_1180280200763101,1997-07-11,,2017-10-24
GN_1180280200774401,1998-07-01,,2010-07-20
GN_1180280200779202,2007-07-01,2007-07-31,2010-09-30
GN_1180280200789302,2004-03-01,2004-03-02,2017-05-10
GN_1180280200804301,2001-01-05,2001-03-19,2005-09-09
GN_1180280200808503,2013-10-31,2013-10-31,2017-05-23
GN_1180280200821601,2002-05-30,2003-03-06,2009-07-22
GN_1180280200821602,2009-10-05,2009-10-05,2010-12-06
GN_1180280200823002,2013-12-04,2013-12-10,2015-03-31
GN_1180280200830102,2004-07-26,2004-07-26,2007-10-31
GN_1180280200834903,2015-04-24,2015-05-21,2018-07-18
GN_1180280200839202,2006-11-24,2007-01-29,2018-04-05
GN_1180280200840301,2005-05-25,2005-07-25,2011-12-17
GN_1180280200848401,2005-09-14,2006-01-09,2014-07-02
GN_1180280200848601,2005-09-14,2006-01-09,2014-07-02
GN_1180280200850101,2006-02-14,2006-03-07,2017-12-08
GN_1180280200891202,2012-01-01,2012-01-06,2013-10-24
GN_1180280200894101,2008-12-11,2009-01-09,2016-09-29
GN_1180380300000904,2000-05-29,2000-05-29,2004-07-29
GN_1180380300012701,,,2016-09-09
GN_1180380300012904,2004-11-25,2004-11-25,2005-09-09
GN_1180380300065903,2009-06-12,2009-06-23,2017-11-03
GN_1180380300130101,,,1993-10-21
GN_1180380300139101,,,1993-01-06
GN_1180380300155701,,,2010-01-29
GN_1180380300158801,,,2014-12-15
GN_1180380300181201,,,1990-04-10
GN_1180380300218301,,,1996-01-17
GN_1180380300218302,1996-01-01,,2013-12-05
GN_1180380300479603,1991-06-03,,1994-08-04
GN_1180380300675201,,,2008-10-07
GN_1180380300703908,2008-11-24,2008-11-24,2015-01-16
GN_1180380300721403,1994-05-01,,2009-08-21
GN_1180380300783403,2005-07-22,2005-07-22,2009-06-30
GN_1180380300787103,2017-05-05,2017-05-05,2017-05-19
GN_1180380300834003,1994-03-10,,2016-02-18
GN_1180380300924807,2000-02-29,2000-03-02,2010-06-17
GN_1180380300924808,2010-06-17,2010-06-17,2014-01-07
GN_1180380301009804,2013-09-06,2013-09-06,2017-10-27
GN_1180380301021002,2001-02-05,2001-01-22,2012-08-21
GN_1180380301047503,2011-04-21,2011-05-13,2017-06-27
GN_1180380301064701,1995-07-01,,2005-01-14
GN_1180380301064702,2005-01-04,2005-01-14,2017-01-12
GN_1180380301065502,2008-05-01,2008-05-07,2008-11-04
GN_1180380301071101,1996-06-15,,2008-10-10
GN_1180380301078106,2007-05-15,2007-05-15,2008-07-01
GN_1180380301139102,2010-01-07,2010-01-07,2015-12-29
GN_1180380301197202,2016-03-03,2016-03-03,2018-02-12
GN_1180380301201801,2009-10-06,2009-10-06,2012-12-31
GN_1180380301214301,2010-06-03,2010-06-03,2012-12-31
GN_1180380301214401,2010-06-03,2010-09-02,2013-01-14
GN_1180380399800801,1994-07-01,,2014-08-26
GN_1180480400004401,,,2006-05-17
GN_1180480400004901,,,2016-06-29
GN_1180480400005501,,,1989-09-28
GN_1180480400031301,,,1992-10-19
GN_1180480400051101,,,1991-09-12
GN_1180480400051301,,,2013-11-26
GN_1180480400077902,1995-04-25,,2015-10-20
GN_1180480400123806,2013-03-28,2013-03-29,2019-03-13
GN_1180480400158601,,,2016-09-08
GN_1180480400202301,,,1993-04-06
GN_1180480400203201,,,1993-04-06
GN_1180480400275901,,,2008-09-04
GN_1180480400399801,,,1998-10-01
GN_1180480400449103,2000-06-01,2000-06-13,2007-02-28
GN_1180480400464901,,,1997-11-03
GN_1180480400465301,,,2009-05-05
GN_1180480400508401,,,2002-04-30
GN_1180480400538702,1996-11-04,,1998-04-08
GN_1180480400544703,2002-01-01,2002-02-21,2019-08-29
GN_1180480400550803,2005-06-07,2005-06-09,2008-05-09
GN_1180480400577603,2015-02-19,2015-05-29,2017-10-25
GN_1180480400584103,2008-12-01,2009-01-12,2012-07-05
GN_1180480400591804,1996-11-01,,2005-05-25
GN_1180480400626401,,,2007-12-14
GN_1180480400783203,1996-12-16,,2007-03-07
GN_1180480400783902,2010-09-27,2010-11-12,2015-07-08
GN_1180480400823104,2006-01-09,2006-01-16,2009-06-30
GN_1180480400847004,2011-09-01,2011-09-01,2015-08-13
GN_1180480400847204,2004-01-01,2004-01-16,2011-08-31
GN_1180480400859901,2001-01-02,2001-01-02,2004-12-30
GN_1180480400891901,2006-11-08,2006-11-08,2009-03-10
GN_1180480499801101,1991-06-19,,1995-04-11
GN_1180580500035208,2010-02-01,2010-03-05,2011-07-08
GN_1180580500083001,,,1996-07-05
GN_1180580500152603,2011-11-30,2011-11-30,2013-06-21
GN_1180580500184701,,,2014-07-08
GN_1180580500225801,2009-09-14,2009-11-26,2018-02-19
GN_1180580500225901,2009-12-11,2010-01-13,2018-02-19
GN_1180680600026201,,,2005-11-22
GN_1180680600029001,,,1993-11-09
GN_1180680600057103,1995-05-10,,2005-12-01
GN_1180680600075801,2004-09-09,2005-01-10,2017-09-19
GN_1180680600077601,2006-06-14,2006-11-27,2014-08-04
GN_1180680600078001,2006-09-22,2007-02-05,2007-10-15
GN_1180680600078003,2011-09-20,2011-09-20,2016-06-28
GN_1180680600078101,2006-09-22,2007-02-20,2014-08-04
GN_1180780700006702,1992-07-01,,2015-01-27
GN_1180780700018902,1991-06-28,,2011-12-05
GN_1180780700028203,2008-10-09,2008-10-09,2010-07-09
GN_1180780700069002,2003-09-08,2003-09-08,2012-08-31
GN_1180780700171301,,,2003-06-11
GN_1180780700248502,1992-08-24,,2016-08-05
GN_1180780700272601,,,2015-10-12
GN_1180780700278601,,,2018-02-08
GN_1180780700278701,,,2018-02-14
GN_1180780700278801,,,2018-02-14
GN_1180780700278901,,,2018-02-14
GN_1180780700279001,,,2018-02-14
GN_1180780700434602,2012-12-17,2012-12-14,2014-03-03
